signal_date,trade_date,vt_symbol,signal,target_position,confidence,reason
2026-01-13,2026-01-14,000559.SZSE,sell,0.6000,0.7900,"Price closed below MA5 (18.95 < 19.116) after a strong recent rally (+65.5% in 20d), and todaya??s bar is a bearish reversal (open 20.11, high 20.96, close 18.95) with near-average but still elevated volume. Close remains well above MA20 (14.86), so trend is not fully broken, but short-term momentum has weakened and risk of pullback increased. With large unrealized gain and near-full current exposure, take partial profit and reduce risk rather than full exit."
2026-01-14,2026-01-15,000559.SZSE,sell,0.4000,0.8100,"Close (18.79) is below MA5 (19.31), showing short-term trend weakness after a strong rally. Recent bars show a likely bearish reversal on 01-13 (large down day from high levels with high volume), and 01-14 failed to recover meaningfully. Although price remains well above MA20 (15.22) and unrealized profit is still strong, risk of deeper pullback has increased. Reduce from ~0.6 to 0.4 to lock in gains and control downside while keeping partial exposure to the broader uptrend."
2026-01-15,2026-01-16,000559.SZSE,sell,0.2000,0.8400,"Price has broken below MA5 (17.99 < 19.21) after a strong prior rally, with a 5-day return of -9.37% indicating short-term weakness. Although still above MA20 (15.57), recent bars show a pullback sequence from 20.45 to 17.99 and no volume support for rebound (volume ratio 0.71). Given momentum deterioration and risk of deeper correction after a large 20-day gain, reduce exposure from ~0.4 to 0.2 to lock in part of profits while retaining a smaller trend position."
2026-01-16,2026-01-19,000559.SZSE,hold,0.2000,0.6700,"Close (19.26) is above MA5 (19.088) and well above MA20 (15.9615), so the primary trend remains up despite recent pullback. Recent 5-day return is negative (-5.82%), but today shows a rebound with normal-to-slightly elevated volume ratio (1.07), not a clear high-volume bearish reversal. Existing position is already modest (~0.2) after prior de-risking, unrealized profit is still strong (+36%), and holding period (13 days) is not excessively long. Maintain current exposure rather than add aggressively or cut further."
2026-01-19,2026-01-20,000559.SZSE,hold,0.2000,0.7500,"Price remains above MA5 (19.42 > 18.88) and far above MA20 (16.37), indicating the uptrend is still intact. Recent pullback after a sharp rally has stabilized with two recovery closes (19.26, 19.42), and current volume is near 5-day average (volume_ratio 0.96), not signaling a fresh high-volume bearish reversal. Given strong 20-day gain (+70.2%) and existing solid unrealized profit, keeping current moderate exposure is prudent rather than chasing higher or cutting prematurely."
2026-01-20,2026-01-21,000559.SZSE,hold,0.2000,0.7300,"Close is above both MA5 (19.46 > 18.98) and MA20 (19.46 > 16.77), so primary trend remains bullish. Recent 20d return is very strong, while latest volume is below 5-day average (volume ratio 0.78), suggesting no fresh high-volume bearish reversal signal today. Position is already modest and near last target (0.2013 vs 0.2), with solid unrealized profit and no MA breakdown trigger for reduction. Keep exposure unchanged."
2026-01-21,2026-01-22,000559.SZSE,buy,0.3000,0.7200,"Price is above both MA5 (20.06 > 19.238) and MA20 (20.06 > 17.1935), indicating trend remains positive after a pullback. Recent recovery from 17.99 to 20.06 and strong 20-day return (+70.58%) support maintaining/increasing exposure. Volume is near average (volume_ratio 1.03), so no clear high-volume bearish reversal signal now. Given already profitable position and prior volatility, increase moderately rather than aggressively."
2026-01-22,2026-01-23,000559.SZSE,hold,0.3000,0.6800,"Close (19.68) remains above MA5 (19.576) and well above MA20 (17.5895), so the uptrend structure is still intact. Recent 20-day gain is very strong, while volume ratio (0.85) is not signaling a high-volume bearish reversal. There is mild short-term pullback from 20.06 to 19.68, but no clear breakdown. With current position already near 0.3 and unrealized profit positive, maintaining exposure is reasonable rather than adding or cutting aggressively."
2026-01-23,2026-01-26,000559.SZSE,hold,0.3000,0.6700,"Price remains above MA5 (19.69 > 19.662) and well above MA20 (19.69 > 17.963), so the medium-term uptrend is still intact. Recent 20-day return is strong (+46.5%), while the last 5 days are flat-to-mild (+1.39%), indicating consolidation after a rally rather than clear breakdown. Volume ratio is below 1 (0.8238), so there is no strong accumulation signal to justify adding. Also no clear high-volume bearish reversal today. Given existing profit (+22.55%) and 18 holding days, keep risk stable instead of increasing; no trigger for strong reduction either."
2026-01-26,2026-01-27,000559.SZSE,sell,0.2000,0.7800,"Close (18.81) is below MA5 (19.54), indicating short-term weakness, while still above MA20 (18.23), so not a full exit yet. Recent 5-day return is negative (-3.34%) after a strong 20-day rally (+38%), and todaya??s drop from 19.81 open to 18.81 close suggests a bearish pullback/reversal context. Holding period is already 19 days with momentum fading, so risk should be reduced and partial profit protected. Trim from ~0.3 to 0.2."
2026-01-27,2026-01-28,000559.SZSE,sell,0.1000,0.7700,"Close (18.51) is below MA5 (19.35), showing short-term weakness, while price is only marginally above MA20 (18.4755), so trend support is fragile. Recent 5-day return is negative (-7.73%) after a strong 20-day rally (+29.8%), and the last bars show continued pullback without rebound confirmation. Volume is below average (volume_ratio 0.6894), indicating weak demand. Given 20 holding days and existing unrealized profit, reducing risk and locking part of gains is prudent rather than full exit since MA20 is not yet clearly broken."
2026-01-28,2026-01-29,000559.SZSE,sell,0.0000,0.8100,"Price is below both MA5 (17.80 < 18.90) and MA20 (17.80 < 18.65), indicating short-term and medium-term trend deterioration. Recent momentum is weak (5-day return -9.55%) with a clear multi-day decline from 20.06 to 17.80, and no volume support for reversal (volume ratio 0.80). Holding period is already 21 days, and while still profitable, trend continuation has failed after the prior rally, so risk control favors full exit rather than maintaining a small residual position."
2026-01-29,2026-01-30,000559.SZSE,hold,0.0000,0.9300,"Price is in a clear short-term downtrend: close (17.20) is below MA5 (18.40) and MA20 (18.73), with weak momentum (5-day return -12.65%) and declining volume ratio (0.80), indicating no strong reversal signal yet. Since current position is already flat, staying out is risk-consistent and avoids catching a falling trend."
2026-01-30,2026-02-02,000559.SZSE,hold,0.0000,0.8800,"Price is below both MA5 (17.91) and MA20 (18.73), with weak short-term momentum (5-day return -8.4%) and declining volume ratio (0.84), indicating a bearish/weak trend rather than a confirmed reversal up. Since current position is already 0.0, maintain no exposure and wait for trend repair."
2026-02-02,2026-02-03,000559.SZSE,hold,0.0000,0.9100,"Price is below both MA5 (17.596) and MA20 (18.7405), with negative 5-day and 20-day returns, indicating a weak downtrend. Recent bars show continued decline from prior highs without clear reversal confirmation. As there is currently no position, staying in cash is the lower-risk choice until trend improves."
2026-02-03,2026-02-04,000559.SZSE,hold,0.0000,0.8400,"No current position and trend is still weak: close is below MA20 (17.52 < 18.712), medium-term returns are negative (5d and 20d), and recent price action has been a decline with only a mild rebound on subpar volume (volume_ratio 0.9237). Although close is slightly above MA5, the broader structure does not confirm a healthy uptrend yet, so staying in cash is preferred."
2026-02-04,2026-02-05,000559.SZSE,hold,0.0000,0.8800,"Price is below both MA5 (17.19 < 17.276) and MA20 (17.19 < 18.6805), with negative 20-day return (-7.13%) indicating a weak/downtrend regime. Recent rebound attempts are small and volume is below average (volume_ratio 0.7598), showing limited buying strength. Since current position is already flat, maintaining no exposure is appropriate until clearer trend recovery."
2026-02-05,2026-02-06,000559.SZSE,hold,0.0000,0.9500,"Price is in a clear downtrend: close (16.65) is below MA5 (17.166) and well below MA20 (18.5875), with negative 5d and 20d returns (-3.37%, -16.12%). Recent bars show continued lower highs/lows and weak volume participation, with no confirmed reversal signal. Since current position is already flat, maintain zero exposure and wait for trend stabilization/reclaim of key moving averages."
2026-02-06,2026-02-09,000559.SZSE,hold,0.0000,0.7100,"Price rebounded above MA5 (17.42 > 17.20) with higher volume, but it remains well below MA20 (18.47) and 20-day return is still deeply negative (-14.82%), indicating the broader trend is still weak/down. With no existing position, it is prudent to wait for stronger trend confirmation before initiating a long."
2026-02-09,2026-02-10,000559.SZSE,buy,0.2000,0.6100,"Price has rebounded above MA5 (17.75 > 17.31) with mild positive 5-day return and normal volume, suggesting short-term recovery momentum. However, close remains below MA20 (17.75 < 18.33) and 20-day return is still negative, so the broader trend is not yet strong. With current position at 0, a small exploratory long position is appropriate rather than aggressive sizing."
2026-02-10,2026-02-11,000559.SZSE,buy,0.4000,0.8100,"Price closed strongly above both MA5 (19.53 > 17.71) and MA20 (19.53 > 18.36), with a breakout-like wide-range up day and elevated volume (volume_ratio 1.61), indicating momentum continuation after a base. Recent returns are positive (5d +13.6%, 20d +3.9%), and current holding is small (~0.21) with only 1 holding day and positive unrealized gain, so risk pressure is low. Increase exposure, but not full size due to single-day surge and potential short-term volatility after a sharp move."
2026-02-11,2026-02-12,000559.SZSE,buy,0.6000,0.8400,"Price is in a strong short-term uptrend: close (20.21) is above both MA5 (18.312) and MA20 (18.431), with strong momentum (return_5d 21.38%, return_20d 12.34%) and expanding volume (volume_ratio 1.85). Recent bars show breakout continuation from 2/10 to 2/11 rather than clear bearish reversal. Current position (0.4118) is moderate and unrealized gain is positive with short holding period (2 days), so increasing exposure is justified while not going full size due to sharp recent run-up."
2026-02-12,2026-02-13,000559.SZSE,hold,0.6000,0.7200,"Close remains above MA5 and MA20 (19.62 > 18.91 > 18.51), indicating trend is still upward after the recent rebound. Current pullback from 20.21 to 19.62 is mild, with volume near average (volume_ratio 1.05) and not a clear high-volume bearish reversal. Position is already near prior target (0.5936 vs 0.6), unrealized gain is positive, and holding period is short (3 days), so keeping exposure unchanged is appropriate."
2026-02-13,2026-02-24,000559.SZSE,buy,0.7000,0.7600,"Price is above both MA5 (20.31 > 19.484) and MA20 (20.31 > 18.565), with strong short-term momentum (5d +14.42%) and positive 20d return. Recent pullback on 02-12 was followed by a rebound to a new short-term high close, and volume is around average (volume_ratio 1.03), not showing clear high-volume bearish reversal. Current holding is profitable (+7.44%) with short holding period (4 days), so trend remains healthy; increase exposure moderately from 0.6 to 0.7 rather than aggressive full allocation."
2026-02-24,2026-02-25,000559.SZSE,sell,0.6000,0.7200,"Close (19.88) slipped slightly below MA5 (19.91), which suggests short-term momentum weakening, while still above MA20 (18.59), so no full exit is needed. The latest bar shows a bearish day after a recent rally (up open, lower close, wide intraday range) with only moderate volume (volume ratio 0.91), indicating possible near-term consolidation/risk. With current unrealized gain (~4.1%) and position already near 0.7, a modest de-risk to 0.6 is appropriate rather than holding or adding."
2026-02-25,2026-02-26,000559.SZSE,sell,0.4000,0.7400,"Close (19.28) is below MA5 (19.86), short-term momentum is weakening, and the last two sessions show a pullback after the recent rally (5d return -4.6%). Although price is still above MA20 (18.579), the breakdown under MA5 with no strong volume support (volume_ratio 0.61) suggests reducing risk rather than holding near 0.6. Unrealized gain is small and can be protected by trimming to a moderate position."
2026-02-26,2026-02-27,000559.SZSE,sell,0.3000,0.7400,"Close (19.44) is below MA5 (19.706), indicating short-term weakness, while still above MA20 (18.548), so not a full exit. Recent 5d/20d returns are both slightly negative and rebound volume is below average (volume_ratio 0.7799), suggesting limited momentum continuation. With a small unrealized gain and prior sell posture, trimming from 0.4 to 0.3 reduces risk while keeping some exposure above MA20."
2026-02-27,2026-03-02,000559.SZSE,hold,0.3000,0.7000,"Price is above both MA5 (20.07 > 19.80) and MA20 (20.07 > 18.57), so the trend context is still constructive. Volume is below recent average (volume_ratio 0.75), indicating no strong breakout confirmation but also no high-volume bearish reversal. Recent 5-day return is slightly negative, suggesting mild short-term choppiness, so aggressive adding is not warranted. Current position is already near last target (0.3064 vs 0.3), with a modest unrealized profit and only 8 holding days; maintaining current risk is appropriate."
2026-03-02,2026-03-03,000559.SZSE,sell,0.2000,0.7800,"Close (18.68) is below MA5 (19.47), indicating short-term weakness, while only slightly above MA20 (18.517), so trend support is at risk. Recent 5-day return is negative (-6.04%), and today is a bearish bar after a recent rebound attempt, with no strong volume expansion to support upside continuation (volume_ratio 0.94). Current position is modest but unrealized loss is present and holding period is 9 days without clear continuation, so reducing risk is appropriate rather than full exit since price is still above MA20."
2026-03-03,2026-03-04,000559.SZSE,sell,0.0000,0.8800,"Price is decisively below both MA5 (17.20 < 18.93) and MA20 (17.20 < 18.44), indicating clear short-term and medium-term weakness. Recent returns are negative (5d -10.79%, 20d -7.08%), and today is a large bearish bar with intraday breakdown (low 17.04) after a failed rebound, while volume is not weak enough to dismiss selling pressure (volume ratio ~0.99). Current holding is already at a ~9.9% unrealized loss after 10 days with no trend continuation. Per risk-control rules, this favors strong reduction/full exit."
2026-03-04,2026-03-05,000559.SZSE,hold,0.0000,0.8800,"Price is below both MA5 (18.576) and MA20 (18.3855), with weak short-term momentum (5d return -10.03%) and low volume ratio (0.61), indicating no confirmation of reversal. Recent breakdown from the 20 area suggests trend deterioration rather than a healthy uptrend. Since current position is already flat, maintain no exposure."
2026-03-05,2026-03-06,000559.SZSE,hold,0.0000,0.8600,"Price is below both MA5 (17.86 < 18.26) and MA20 (17.86 < 18.3885), with weak short-term momentum (5-day return -11.01%) and subpar volume ratio (0.764), indicating no clear reversal confirmation yet. Since current position is already flat, staying at 0.0 is prudent risk control until trend reclaims key moving averages."
2026-03-06,2026-03-09,000559.SZSE,hold,0.0000,0.7400,"Price is slightly above MA5 but still below MA20, indicating weak short-term stabilization within a broader weak trend. Recent 5-day return is negative and volume ratio is low, showing limited rebound conviction. Given no current position and no clear trend recovery above MA20, staying in cash is prudent."
2026-03-09,2026-03-10,000559.SZSE,hold,0.0000,0.7800,"Price is slightly above MA5 but still clearly below MA20, indicating the broader trend remains weak after the prior decline from the February peak. Volume ratio is below 1, suggesting no strong participation behind the rebound. With no current position, risk/reward is not favorable enough to initiate a long yet; wait for stronger confirmation (e.g., reclaiming MA20 with better volume)."
2026-03-10,2026-03-11,000559.SZSE,buy,0.3000,0.6300,"Price rebounded above MA5 (18.37 > 17.854) with higher-than-average volume (volume_ratio 1.445), and short/medium returns are positive (~5% over 5d and 20d), suggesting improving short-term momentum. However, close is still slightly below MA20 (18.37 < 18.501), so trend confirmation is incomplete and full-size risk is not preferred. From a flat position, initiate a moderate starter allocation rather than aggressive entry."
2026-03-11,2026-03-12,000559.SZSE,sell,0.2000,0.7600,"Close (17.89) is below MA5 (17.934) and well below MA20 (18.5195), indicating short- and medium-term weakness. Recent rebound failed to hold (18.37 to 17.89) with no volume expansion (volume_ratio ~1.0), so trend continuation is not confirmed. Current position is small and holding period is short, but unrealized return is negative; per risk rules, reduce exposure when below MA20 and MA5."
2026-03-12,2026-03-13,000559.SZSE,sell,0.1000,0.8200,"Price is below both MA5 (17.876) and MA20 (18.5385), indicating short- and medium-term weakness. Recent 5-day return is negative, volume ratio is below 1 (no strong demand), and the position is currently at a small unrealized loss versus avg cost. Given rule preference for stronger reduction when below MA20, reduce exposure from ~0.2 to 0.1 rather than hold."
2026-03-13,2026-03-16,000559.SZSE,sell,0.0000,0.9000,"Close (16.95) is below both MA5 (17.688) and MA20 (18.5535), indicating weak short- and medium-term trend. Recent returns are negative (5d -4.02%, 20d -2.70%), and price has continued to drift lower with no clear reversal signal. Current position is small but still at an unrealized loss (-7.22% vs avg cost 18.27). Per risk-control rules, a break below MA20 favors strong reduction/full exit."
2026-03-16,2026-03-17,000559.SZSE,hold,0.0000,0.9300,"Price is in a clear downtrend: close (16.69) is below MA5 (17.49) and well below MA20 (18.52), with negative 5-day and 20-day returns. Recent bars show continued lower highs/lows and weak volume ratio, with no reversal confirmation. Since current position is already 0, the prudent action is to stay out and wait for trend repair."
2026-03-17,2026-03-18,000559.SZSE,hold,0.0000,0.9300,"Price is in a clear downtrend: close (16.32) is below MA5 (17.084) and far below MA20 (18.4455), with weak momentum (5d -8.78%, 20d -16.44%). Recent bars show continued lower highs/lows and no confirmed reversal; volume ratio is also below 1, indicating limited buying interest. Since current position is already flat, maintaining zero exposure is appropriate."
2026-03-18,2026-03-19,000559.SZSE,hold,0.0000,0.9100,"Price remains below both MA5 (16.57 < 16.82) and MA20 (16.57 < 18.30), with weak medium-term momentum (5d -5.69%, 20d -18.01%). Recent bars show a persistent downtrend and no clear reversal confirmation; volume ratio is below 1, indicating no strong accumulation. Since current position is already flat, maintain zero exposure and wait for trend recovery above short-term averages."
2026-03-19,2026-03-20,000559.SZSE,hold,0.0000,0.9400,"Price is in a clear downtrend: close (15.92) is below MA5 (16.49) and far below MA20 (18.08), with negative 5-day (-6.08%) and 20-day (-18.86%) returns. Recent bars show continued lower highs/lows and no confirmed reversal signal. As there is currently no position, the prudent action is to stay in cash and wait for trend improvement."
2026-03-20,2026-03-23,000559.SZSE,hold,0.0000,0.9300,"Price is in a clear downtrend: close (15.55) is below MA5 (16.21) and well below MA20 (17.88), with weak recent performance (5d -6.83%, 20d -23.44%). Volume ratio is below 1, showing no strong reversal participation. Since current position is already 0.0, maintain no exposure and wait for trend stabilization/recovery above short-term averages."
2026-03-23,2026-03-24,000559.SZSE,hold,0.0000,0.9500,"Price is in a clear downtrend: close (14.83) is below MA5 (15.84) and far below MA20 (17.61), with weak momentum (5d -9.13%, 20d -25.40%). Latest bar shows continued decline on higher relative volume, indicating selling pressure rather than stabilization. With no current position, avoid initiating long exposure and stay in cash."
2026-03-24,2026-03-25,000559.SZSE,hold,0.0000,0.9500,"Price remains in a clear downtrend: close (15.01) is below MA5 (15.576) and far below MA20 (17.362), with weak 5d/20d returns (-9.41% / -22.15%). Recent bars show persistent lower highs/lows and no confirmed reversal strength. As there is no current position, the prudent action is to stay in cash and avoid initiating long exposure."
